Время операции;Наименование;Сумма;Время въезда;Зона;Номер карты
15.04.2015 12:12:53;Сумма в кассе;1000000
15.04.2015 12:12:53;Выручка за смену;0
15.04.2015 12:13:22;Сумма в кассе;1000000
15.04.2015 12:13:22;Выручка за смену;0
15.04.2015 12:13:44;Сумма в кассе;1000000
15.04.2015 12:13:44;Выручка за смену;0
15.04.2015 12:17:40;Сумма в кассе;1000000
15.04.2015 12:17:40;Выручка за смену;0
15.04.2015 12:25:19;Сумма в кассе;1000000
15.04.2015 12:25:19;Выручка за смену;0
15.04.2015 12:26:35;Сумма в кассе;1000000
15.04.2015 12:26:35;Выручка за смену;0
15.04.2015 12:26:41;Смена открыта
15.04.2015 12:26:41;Сумма в кассе;1000000
15.04.2015 12:26:41;Выручка за смену;0
15.04.2015 12:34:30;Сумма в кассе;1000000
15.04.2015 12:34:30;Выручка за смену;0
15.04.2015 12:34:36;Смена открыта
15.04.2015 12:34:36;Сумма в кассе;1000000
15.04.2015 12:34:36;Выручка за смену;0
15.04.2015 13:03:41;Произвольный платеж;100
15.04.2015 13:03:47;Произвольный платеж;100
15.04.2015 13:04:32;Сумма в кассе;1000200
15.04.2015 13:04:32;Выручка за смену;0
15.04.2015 13:04:41;Сумма в кассе;0
15.04.2015 13:04:41;Выручка за смену;0
15.04.2015 13:04:41;Смена закрыта
15.04.2015 13:26:42;Сумма в кассе;0
15.04.2015 13:26:42;Выручка за смену;0
15.04.2015 13:26:48;Смена открыта
15.04.2015 13:26:48;Сумма в кассе;0
15.04.2015 13:26:48;Выручка за смену;0
15.04.2015 13:27:40;Произвольный платеж;1000
15.04.2015 13:28:23;Произвольный платеж;1000
15.04.2015 13:29:51;Сумма в кассе;2000
15.04.2015 13:29:51;Выручка за смену;0
15.04.2015 13:29:58;Смена открыта
15.04.2015 13:29:58;Сумма в кассе;2000
15.04.2015 13:29:58;Выручка за смену;0
15.04.2015 13:30:12;Произвольный платеж;100
15.04.2015 13:30:20;Произвольный платеж;1000
15.04.2015 13:31:09;Произвольный платеж;1000
15.04.2015 14:51:10;Сумма в кассе;904361,11
15.04.2015 14:51:11;Выручка за смену;904361,11
15.04.2015 14:51:17;Смена открыта
15.04.2015 14:51:18;Сумма в кассе;904361,11
15.04.2015 14:51:18;Выручка за смену;904361,11
